NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Pickens County, Alabama",42.9,18925,10880,7506,33,10,0,134,362,9149,9776,10962,6181,1181,2241,259,4716,872,837,1898,1251,1229,543,179,21,45339,3864,4169,5.6,9.6,13,12.6,14.4,14.1,10.9,11.4,5.6,2.7,Low,20.417437252311757,High Poverty,1972,10.420079260237781,Low Degree Attainment,42.50990752972259,High,57.49009247027741,39.66182298546896,0.052840159,0,0.17437252311756937,0.7080581241743725,1.9128137384412154,22.02906208718626,Medium,1,107
"Pike County, Alabama",31.1,32997,18678,12302,112,664,0,133,1108,15843,17154,20978,11687,1759,2936,399,5795,1162,1215,2343,1044,3024,1692,278,328,42616,7242,4932,9.7,6.6,14.2,11.8,13.6,14.4,8.3,13,5.1,3.4,Low,21.947449768160745,High Poverty,5322,16.128738976270572,Medium Degree Attainment,43.39485407764342,High,56.605145922356584,37.28217717,2.0123041488620177,0,0.3394247961935934,0.40306694547989214,3.357881019,14.946813346667879,Low,1,109
"Randolph County, Alabama",44.1,22179,17068,4203,25,62,0,182,639,10787,11392,11888,7156,1496,2294,415,4282,1161,911,1961,1555,1892,859,105,80,49879,4277,4175,8.5,7.9,11.2,10.1,12.4,16.5,11.3,14.5,3.9,3.7,Low,19.284007394382073,Low Poverty,2936,13.237747418729429,Low Degree Attainment,23.044321204743227,High,76.95567879525677,18.950358447179767,0.2795437125208531,0,0.11271923891969882,0.8205960593354075,2.8811037467875016,18.8241129,Medium,1,111
"Russell County, Alabama",37.2,58849,27622,26410,107,459,58,1199,2994,28125,30724,31837,19180,2658,6265,1145,9163,2631,3250,7103,5293,4088,1807,267,362,47420,12816,11977,9.4,6.9,12.8,9.8,13.3,19.2,10.9,10.2,4.4,3.1,Low,21.77777022549236,High Poverty,6524,11.08599976210301,Low Degree Attainment,52.964366429336096,High,46.93707624598549,44.87756801305035,0.7799622763343472,0.098557325,0.18182127138948836,2.0374177980934256,5.087597070468488,20.35208754609254,Medium,1,113
"St. Clair County, Alabama",41,91719,78169,8985,310,373,61,1215,2606,45680,46039,47729,29678,5067,9422,1062,18780,4136,5219,9764,5950,8608,3220,406,237,73218,9786,14640,3.6,3,8,7,11.6,17.6,15.8,21.9,6,5.4,High,10.669545023386648,Low Poverty,12471,13.596964642004384,Low Degree Attainment,14.706876437815502,Medium,85.22661607736673,9.796225427664933,0.40667691536104844,0.066507485,0.3379888572705764,1.3246982631733883,2.8412869743455555,15.961796356262061,Medium,1,115
"Shelby County, Alabama",40,223916,174752,29118,533,4491,22,6362,8638,109226,114690,118620,76830,9469,18697,2030,26868,4093,9501,21413,12165,45813,17640,3959,2656,90618,15080,26615,3.9,2.3,4.6,6.1,8.6,16.3,12.4,20.7,11.8,13.3,High,6.734668357777024,Low Poverty,70068,31.292091677236105,High Degree Attainment,21.946622840708123,High,78.04355204630308,13.003983636720914,2.0056628378499077,0.009825113,0.23803569195591204,2.841244038,3.8576966362385896,11.88615373622251,Low,1,117
"Sumter County, Alabama",35.8,12196,3109,8813,10,57,0,16,191,5586,6610,7790,4393,768,959,177,2219,150,723,1317,522,901,544,59,96,31726,3285,2441,9.4,10.5,21.9,11.3,13.3,12.9,9.1,7.8,2.3,1.4,Low,26.935060675631355,High Poverty,1600,13.119055428009183,Low Degree Attainment,74.50803542144966,High,25.49196457855035,72.26139717940309,0.4673663496228272,0,0.081994096,0.13119055428009183,1.5660872417185963,20.01475893735651,Medium,1,119
"Talladega County, Alabama",42.1,81105,51186,25893,124,350,50,979,2523,39386,41719,45719,25810,5374,8576,1592,16238,3795,3995,9706,4504,5623,2966,474,468,52457,14436,16725,7.3,8.2,11.5,9.5,11.8,17.1,12.4,12.9,5.9,3.4,Medium,17.799149250970963,Low Poverty,9531,11.751433327168485,Low Degree Attainment,36.827569200419205,High,63.11078231921583,31.92528204179767,0.43153936255471304,0.061648480364959006,0.15288823130509832,1.2070772455458973,3.1107823192158315,20.621416682078785,Medium,1,121
"Tallapoosa County, Alabama",45.2,41251,28516,10957,26,190,0,388,1174,20025,21226,22708,12855,3087,4458,1141,7475,2018,2314,4373,2656,3380,1466,334,185,53282,6826,8431,7.5,6.9,12.3,9.2,12.3,19.5,12,11.3,5.4,3.8,Medium,16.54747763690577,Low Poverty,5365,13.005745315265086,Low Degree Attainment,30.87197886111852,High,69.12802113888148,26.56178032047708,0.46059489466922016,0,0.063028775,0.9405832585876706,2.8459916123245494,20.438292405032605,Medium,1,123
"Tuscaloosa County, Alabama",32.8,231558,143889,74222,393,3817,24,2009,7204,111807,119751,140262,82487,9557,17879,2364,35619,6135,8900,21465,12721,25838,11822,1978,4194,61645,36412,28597,8.4,4.3,8.8,8.7,11.7,16.5,12.4,16.2,7,6,Medium,15.72478601473497,Low Poverty,43832,18.92916677463098,Medium Degree Attainment,37.850128261601846,High,62.13950716,32.05330845835601,1.648399105191788,0.010364573886456093,0.16971989739071852,0.8676012057454288,3.111099594917904,12.349821642957703,Low,1,125
"Walker County, Alabama",41.8,64978,57555,3890,100,123,0,1126,2184,32122,32856,35355,19098,5070,7148,747,12788,2984,3393,6380,4964,4268,1932,485,238,52987,10437,15592,6.6,7.2,12.4,9.8,12.7,16,12.8,15,4.7,2.8,Medium,16.062359567853733,Low Poverty,6923,10.654375327033765,Low Degree Attainment,11.42386653944412,Medium,88.57613346055588,5.986641632552557,0.18929483825294713,0,0.15389824248207085,1.7328942103481177,3.361137615808427,23.995813967804487,Medium,1,127
"Washington County, Alabama",43.7,15434,10298,3608,1042,62,0,20,404,7664,7770,8727,4991,1030,1232,96,4200,401,861,1526,787,707,591,104,91,51184,2415,2385,9.4,10.9,9.1,9,10.2,11.9,7.6,17.1,8,6.8,Low,15.647272256058054,Low Poverty,1493,9.673448231177918,Low Degree Attainment,33.27718025139303,High,66.72281974860698,23.37695995853311,0.40171050926525853,0,6.751328236,0.1295840352468576,2.6175975119865234,15.452896203187766,Medium,1,129
"Wilcox County, Alabama",41.1,10441,2876,7328,13,4,0,0,220,4892,5549,6349,3642,673,735,354,2672,183,508,942,367,554,232,35,0,38208,2735,2175,8.4,13.5,15.1,9.4,16.9,13,11.4,7.7,3.5,1.1,Low,26.194808926348053,High Poverty,821,7.863231491236472,Low Degree Attainment,72.45474571401206,High,27.54525428598793,70.18484819461737,0.038310506656450534,0,0.12450914663346424,0,2.1070778661047793,20.831337994444976,Medium,1,131
"Winston County, Alabama",45.4,23655,22050,263,123,105,0,371,743,11764,11891,12589,7400,1296,2809,415,5695,1164,1402,1726,1268,1384,778,123,65,49494,4217,5233,5,8.7,9.4,13.3,14.1,20.3,10.2,12,3.3,3.7,Low,17.82709786514479,Low Poverty,2350,9.934474741069542,Low Degree Attainment,6.7850348763474955,Low,93.21496512,1.1118156837877826,0.4438807863031071,0,0.5199746353836399,1.5683787782709786,3.140984992601987,22.122172902134853,Medium,1,133
"Aleutians East Borough, Alaska",41.6,3407,576,183,1263,676,10,277,422,2102,1305,2042,1205,152,250,40,1002,51,139,360,162,339,106,7,1,79961,429,355,4,2.1,10.6,6,8.6,14,14.9,24.5,12.2,3.1,High,12.591722923393014,Low Poverty,453,13.296154975051364,Low Degree Attainment,82.80011740534195,High,16.906369239800412,5.371294393894923,19.84150278837687,0.293513355,37.07073671852069,8.130319929556794,12.386263574992661,10.419724097446434,Low,2,13
"Aleutians West Census Area, Alaska",39.2,5219,1356,201,487,2123,183,285,584,3484,1735,2606,2068,173,349,33,1310,286,183,791,291,508,73,11,4,100662,478,376,1.2,1,2.8,3.9,6.1,11.9,22.6,27.2,10.4,12.8,Very High,9.15884269,Low Poverty,596,11.419812224564092,Low Degree Attainment,70.51159225905346,High,25.981988886759915,3.8513125119754745,40.678290860318064,3.5064188541866255,9.331289519064955,5.460816248323433,11.189883119371528,7.2044452960337235,Low,2,16
"Anchorage Municipality, Alaska",34.5,290674,172004,15469,21507,28440,8563,7728,36963,149144,141530,158927,93300,8963,27789,3060,38782,8373,13474,32866,16483,44340,18753,5322,2859,95731,27415,31159,3.3,1.9,4.9,5.1,8.3,14.6,14.2,20.5,12.9,14.4,High,9.431528104,Low Poverty,71274,24.52025292939857,Medium Degree Attainment,37.87989293848091,High,59.174195146452725,5.321769404900335,9.784156821731562,2.945911915066363,7.399010575421262,2.658648520335496,12.716307616092253,10.719569001699499,Low,2,20
"Bethel Census Area, Alaska",28.7,18538,1678,215,15452,262,40,89,802,9909,8629,9590,5797,493,613,119,4028,810,550,1258,738,532,379,67,2,64094,4586,2106,7.5,4.4,8.9,9,10.9,17,10.8,14.2,9.9,7.4,Medium,24.738375229258818,High Poverty,980,5.286438666522818,Low Degree Attainment,90.73254936,High,9.051677635127845,1.1597799115330674,1.4133131945193655,0.21577300679684971,83.35311252562305,0.4800949401229906,4.326248786276836,11.360448807854137,Low,2,50
"Bristol Bay Borough, Alaska",36.4,854,387,3,269,48,17,22,108,489,365,479,259,27,53,10,152,28,45,158,54,139,24,2,2,94167,66,125,0.7,1.4,5.3,7.7,8.5,19,10.9,21.5,11.6,13.4,High,7.728337236533958,Low Poverty,167,19.55503512880562,Medium Degree Attainment,52.69320843091335,High,45.31615925058548,0.351288056,5.620608899297424,1.9906323185011712,31.498829039812648,2.576112412177986,12.646370023419204,14.637002341920374,Low,2,60
"Chugach Census Area, Alaska",37.8,7000,5015,113,371,489,94,344,574,3717,3283,3417,2488,236,596,42,1037,135,471,897,569,1001,482,21,47,83068,339,1081,0.5,4.5,2.9,6.1,10.7,19.5,13.9,21.8,8.7,11.3,High,4.842857142857143,Low Poverty,1551,22.157142857142855,Medium Degree Attainment,27.014285714285712,High,71.64285714285714,1.6142857142857143,6.985714285714286,1.342857142857143,5.3,4.914285714285714,8.200000000000001,15.442857142857141,Medium,2,63
"Copper River Census Area, Alaska",43.1,2614,1385,1,886,12,0,37,293,1388,1226,1271,803,66,306,0,415,106,61,456,114,341,120,38,4,70606,289,493,3.1,4.5,11.1,6.6,6.9,20.3,11.2,24.2,4.1,8,High,11.05585309869931,Low Poverty,503,19.242540168324407,Medium Degree Attainment,47.01606732976282,High,52.98393267023719,0.038255547,0.45906656465187456,0,33.89441469013007,1.4154552410099464,11.208875286916603,18.85998469778118,Medium,2,66
"Denali Borough, Alaska",44.4,2101,1591,48,64,73,0,45,280,1417,684,911,936,94,178,8,740,44,15,258,140,229,176,16,0,87292,150,235,3.4,2.1,13.3,3.4,6.9,13,17.9,12.4,20.4,7.2,High,7.1394574012375065,Low Poverty,421,20.038077106139934,Medium Degree Attainment,24.27415516420752,High,75.72584483579247,2.284626368396002,3.4745359352689196,0,3.046168491194669,2.1418372203712517,13.326987148976677,11.185149928605426,Low,2,68
"Dillingham Census Area, Alaska",30.7,4854,775,76,3451,78,3,2,469,2492,2362,2748,1398,241,257,36,1045,161,205,362,190,329,154,40,71,69412,765,546,3.7,4.3,7.7,7.3,12.9,16.8,14.5,16.8,10.5,5.5,Medium,15.760197775030901,Low Poverty,594,12.237330037082819,Low Degree Attainment,83.97198187062217,High,15.966213432220849,1.5657189946435928,1.6069221260815822,0.061804697156983925,71.09600329625052,0.041203131,9.662134322208487,11.248454882571075,Low,2,70
"Fairbanks North Star Borough, Alaska",32.1,96299,68726,3979,6733,3032,653,1672,11504,52279,44020,51024,30256,2650,7734,736,12233,3279,5287,11120,5948,12039,5358,1111,1704,81655,6356,11132,3.6,2.5,4.8,5,10.7,18.9,14.2,17.6,9.9,12.8,High,6.600276223013739,Low Poverty,20212,20.98879531459309,Medium Degree Attainment,27.954599736238173,High,71.36730391800538,4.131922449869677,3.148526983665459,0.6780963457564461,6.991765231,1.7362589434988942,11.946126127997175,11.55982928171632,Low,2,90
"Haines Borough, Alaska",46.2,2079,1682,0,129,68,0,2,198,1079,1000,1083,549,112,169,9,381,108,109,248,63,238,220,20,0,68276,121,312,7.6,4.6,15.3,5.5,5.9,17.9,11.5,23,4.7,4.1,Medium,5.82010582,Low Poverty,478,22.991822991822993,Medium Degree Attainment,19.095719095719097,Medium,80.9042809,0,3.270803270803271,0,6.204906204906205,0.096200096,9.523809523809524,15.007215007215008,Medium,2,100
"Hoonah-Angoon Census Area, Alaska",50,2329,1238,9,672,19,4,0,387,1300,1029,1348,730,145,272,14,516,102,81,346,177,375,113,11,7,62344,269,463,6.9,5.8,7.4,8.4,12.1,18.9,13.5,11.4,9.7,5.9,Medium,11.550021468441392,Low Poverty,506,21.726062687848863,Medium Degree Attainment,46.67239158437098,High,53.15586088449978,0.38643194504079004,0.8158007728638901,0.17174753112924002,28.853585229712326,0,16.616573636753973,19.879776728209535,Medium,2,105
"Juneau City and Borough, Alaska",39,32108,20543,345,3018,2317,437,620,4828,16461,15647,17985,10419,1222,3288,190,3869,1202,1244,4122,2116,5922,2241,735,450,95711,2176,3623,2.6,2,5.8,3.4,8.4,15.4,15,20.4,12.4,14.6,High,6.777127195714463,Low Poverty,9348,29.114239441883644,High Degree Attainment,34.658029151613306,High,63.98093932976205,1.0744985673352434,7.216270088451476,1.361031518624642,9.399526597732653,1.9309829326024666,15.036750965491466,11.283792201320543,Low,2,110
"Kenai Peninsula Borough, Alaska",41.2,59235,47151,424,4389,1021,222,1006,5022,31086,28149,31871,18392,2397,6463,419,9673,3166,3208,7824,3723,7313,3302,717,315,76272,7265,8993,5.2,3.2,7.7,6.7,10.5,15.9,13.7,18.5,8.6,9.9,High,12.264708364986916,Low Poverty,11647,19.662361779353425,Medium Degree Attainment,20.025322866548493,High,79.59989871,0.7157930277707437,1.7236431164007766,0.3747784249177007,7.4094707520891365,1.6983202498522834,8.478095720435554,15.181902591373344,Medium,2,122
"Ketchikan Gateway Borough, Alaska",40.6,13910,8909,91,2030,1180,29,217,1454,7232,6678,7524,4618,582,1551,98,2324,490,1047,2029,648,1908,671,145,88,82763,1329,1923,4,1.9,7,6.2,9,15.5,15.2,18.3,11.4,11.4,High,9.554277498202731,Low Poverty,2812,20.21567218,Medium Degree Attainment,35.744069015097054,High,64.04744787922358,0.6542056074766356,8.483105679,0.20848310567936737,14.593817397555714,1.5600287562904385,10.452911574406903,13.824586628324948,Low,2,130
"Kodiak Island Borough, Alaska",35.1,13065,6612,120,1492,2964,2,89,1786,6991,6074,6531,4514,500,739,57,2167,340,747,1346,819,1655,550,131,122,91138,1027,1105,5.3,1.5,3.6,3.9,11.9,14.7,13.4,27.7,8.7,9.3,High,7.860696517412935,Low Poverty,2458,18.813624186758517,Medium Degree Attainment,49.37619594336012,High,50.608495981630305,0.9184845005740528,22.686567164179106,0.015308075009567547,11.41982395713739,0.6812093379257559,13.67011098354382,8.457711443,Low,2,150
"Kusilvak Census Area, Alaska",23.7,8372,265,70,7606,14,12,64,341,4576,3796,4117,2326,276,210,76,2058,198,170,569,118,161,21,3,1,42663,2836,1146,10.9,5.2,11.3,11.7,16.7,19.7,9.7,9.4,3.1,2.3,Low,33.874820831342575,High Poverty,186,2.2216913521261348,Low Degree Attainment,96.69135212613473,High,3.165312947921643,0.8361204013377926,0.16722408026755853,0.1433349259436216,90.85045389393215,0.7644529383659818,4.073100812231247,13.688485427615863,Low,2,158
"Lake and Peninsula Borough, Alaska",33.6,999,171,22,617,35,0,0,154,508,491,504,378,47,50,6,206,87,49,101,47,56,45,0,0,61607,151,137,2.5,4.9,13.5,8.6,14.7,15,14.7,15.6,8.9,1.5,Medium,15.115115115115115,Low Poverty,101,10.11011011011011,Low Degree Attainment,82.88288288288288,High,17.117117117117118,2.2022022022022023,3.5035035035035036,0,61.76176176176176,0,15.415415415415415,13.713713713713712,Low,2,164
"Matanuska-Susitna Borough, Alaska",36.3,108661,86055,1392,6743,1956,464,1449,10602,56811,51850,55101,34201,3636,9449,848,18601,5074,5902,12874,7913,10907,4499,898,578,86435,10810,14713,4.2,2.9,5.6,5.6,9,15.2,14.8,20.5,10.7,11.4,High,9.948371540847221,Low Poverty,16882,15.536393002089067,Medium Degree Attainment,20.377136231030452,High,79.19584763622642,1.2810483982293555,1.8000938699257323,0.4270161327431185,6.205538325618208,1.3335051214327127,9.756950515824444,13.540276640192895,Low,2,170
"Nome Census Area, Alaska",29.1,10018,1423,103,7617,130,2,24,719,5237,4781,5461,2791,390,540,33,2058,357,478,809,188,433,515,48,23,70121,2041,976,5.5,2.5,10.2,9.3,9.4,16.8,12.2,17,7.3,9.7,Medium,20.37332800958275,High Poverty,1019,10.171690956278697,Low Degree Attainment,85.77560391295668,High,14.204432022359754,1.0281493312038332,1.2976642044320224,0.019964064683569573,76.03314034737473,0.2395687762028349,7.177081253743261,9.742463565581952,Low,2,180
"North Slope Borough, Alaska",36.3,10924,3474,193,5480,632,209,134,802,6766,4158,5388,4477,357,533,145,3113,159,565,1311,665,725,298,20,36,83472,857,1238,5.7,4.8,3.4,3.9,13.3,15.9,9.8,19.7,5.8,17.8,High,7.845111680703039,Low Poverty,1079,9.87733431,Low Degree Attainment,66.28524350054926,High,31.801537898205783,1.766752105455877,5.785426583668986,1.9132186012449652,50.164774807762726,1.2266569022336142,7.341633101428048,11.332845111680703,Low,2,185
"Northwest Arctic Borough, Alaska",29.2,7682,818,95,6200,99,22,18,430,4105,3577,3925,2242,237,399,24,1644,310,249,619,177,425,164,44,8,77647,1405,789,5.1,4.1,6.7,5.6,9.6,17.7,13.3,16.7,11.3,9.9,High,18.28950794064046,Low Poverty,641,8.344181202811768,Low Degree Attainment,89.06534756573808,High,10.648268680031242,1.2366571205415255,1.288726894038011,0.2863837542306691,80.70814892,0.2343139807341838,5.597500650872169,10.270762822181725,Low,2,188
"Petersburg Borough, Alaska",50.1,3374,1948,39,268,602,16,120,381,1655,1719,1888,1191,175,244,29,754,53,145,422,203,448,168,10,3,77826,153,634,1.9,1.5,8.9,7.7,14,15.5,17.9,14,8,10.5,High,4.534676941315945,Low Poverty,629,18.642560758743333,Medium Degree Attainment,41.79016004742146,High,57.735625370480136,1.155898043864849,17.842323651452283,0.4742145820983995,7.943094250148191,3.5566093657379962,11.29223473621814,18.790752815649082,Medium,2,195
"Prince of Wales-Hyder Census Area, Alaska",43.1,5799,2613,22,2230,80,45,29,780,3223,2576,3012,1871,290,535,52,1255,254,221,947,356,566,226,7,6,61779,879,1235,4.6,5.1,8.9,8.2,12,18.4,14.3,14.7,9.6,4.4,Medium,15.157785825142266,Low Poverty,805,13.881703742024488,Low Degree Attainment,54.16451112260735,High,45.05949301603725,0.37937575444042076,1.3795481979651663,0.7759958613554061,38.45490601827901,0.5000862217623728,13.450594930160372,21.296775306087255,Medium,2,198
"Sitka City and Borough, Alaska",39.5,8462,5269,58,793,667,103,90,1482,4420,4042,4560,2831,369,784,49,1396,168,477,1066,598,1391,501,126,58,95261,571,1134,2.1,2.2,5.3,4.8,9.4,13.6,17.2,25.9,10.2,9.4,High,6.747813756,Low Poverty,2076,24.53320727960293,Medium Degree Attainment,36.51619002599858,High,62.26660363980147,0.6854171590640511,7.882297329236588,1.2172063341999528,9.371307019617111,1.0635783502718033,17.513590167809028,13.401087213424724,Low,2,220
"Skagway Municipality, Alaska",38.6,1303,1017,40,64,29,0,0,153,537,766,835,439,74,158,7,273,57,85,152,62,214,53,0,3,79583,81,186,1.2,1.5,1.2,17.1,8.5,15.1,20.2,21.5,9,4.6,High,6.216423637759018,Low Poverty,270,20.72141212586339,Medium Degree Attainment,21.949347659247888,High,78.05065234075211,3.069838833461243,2.225633154259401,0,4.911742133537989,0,11.742133537989256,14.27475057559478,Low,2,230
"Southeast Fairbanks Census Area, Alaska",36.9,6888,5163,61,881,214,17,181,371,3912,2976,3251,2092,249,583,11,1386,274,455,807,431,622,247,12,16,75378,898,1289,5.5,3.4,12.5,6.5,10.3,11.6,16.4,21.2,5.9,6.7,High,13.037166085946575,Low Poverty,897,13.022648083623695,Low Degree Attainment,24.796747967479675,High,74.95644599303137,0.8855981416957027,3.1068524970963995,0.24680603948896632,12.790360046457607,2.627758420441347,5.386178861788618,18.71370499,Medium,2,240
"Wrangell City and Borough, Alaska",48.9,2134,1216,1,488,18,46,21,344,1136,998,1102,633,112,275,36,453,68,127,279,150,217,50,8,6,61000,213,488,3.1,0.9,7.4,13.3,18.2,16.5,14.3,15.1,6.3,5,Medium,9.981255857544518,Low Poverty,281,13.16776007497657,Low Degree Attainment,40.86223055,High,56.98219306,0.046860356138706656,0.8434864104967198,2.1555763823805063,22.86785379568885,0.9840674789128397,16.119962511715087,22.86785379568885,Medium,2,275
"Yakutat City and Borough, Alaska",41.3,564,173,12,147,114,12,8,98,352,212,329,187,9,29,0,156,17,20,96,41,38,5,0,0,76875,56,54,0.9,3,5.6,3,3.9,31.6,14.3,28.1,7.8,1.7,High,9.929078014184398,Low Poverty,43,7.624113475177305,Low Degree Attainment,67.19858156028369,High,30.673758865248228,2.127659574468085,20.212765957446805,2.127659574468085,26.063829787234045,1.4184397163120568,17.375886524822697,9.574468085106384,Low,2,282
"Yukon-Koyukuk Census Area, Alaska",35.8,5355,1239,10,3610,72,4,24,396,2841,2514,3017,1606,289,404,19,1060,282,290,710,173,333,131,19,5,47826,1216,948,10.6,4.9,14,10,12.5,18.4,10.2,11.5,5.1,2.9,Low,22.707749766573297,High Poverty,488,9.112978525,Low Degree Attainment,76.78804855275445,High,23.137254901960784,0.18674136321195145,1.3445378151260505,0.074696545,67.41363211951447,0.44817927170868344,7.394957983193278,17.70308123,Medium,2,290
